index,true_y,true_pred,error_stackblend,error_log
1,208499.99999999983,210114.7064595549,1614.7064595550764,0.007714524732305605
2,181500.00000000006,177803.43048124257,-3696.5695187574893,-0.020576922220056915
3,223500.0,217043.74251106422,-6456.257488935778,-0.029312369342706646
4,139999.9999999999,150983.2073956629,10983.20739566299,0.0755256791207195
5,249999.9999999998,264423.96248935146,14423.96248935166,0.05609259750244
6,143000.0000000001,147810.3641197136,4810.364119713515,0.033085270811914924
7,306999.99999999994,293466.8568189192,-13533.143181080755,-0.04508288844109032
8,199999.99999999997,209879.1179274402,9879.117927440238,0.04821413416313014
9,129900.00000000012,129349.39009972554,-550.6099002745759,-0.004247697402488981
10,118000.00000000009,122506.4705984416,4506.4705984415195,0.037478913596350694
11,129500.00000000006,129927.46544840148,427.46544840141723,0.003295430104778063
12,344999.9999999997,360952.33709401166,15952.33709401195,0.04520137427279636
13,144000.0,135341.64385145577,-8658.356148544233,-0.062010578497170954
14,279499.9999999999,238697.80658471124,-40802.19341528864,-0.1578033367191125
15,156999.99999999994,157455.21538096227,455.2153809623269,0.002895247281230695
16,131999.9999999999,131071.00828751571,-928.9917124842032,-0.007062644549591823
17,149000.0,154245.47578908305,5245.4757890830515,0.03459879779561348
18,90000.00000000001,99295.89516193533,9295.895161935317,0.0982935219312413
19,158999.99999999997,154703.13145633228,-4296.86854366769,-0.027396028039722964
20,139000.00000000003,128833.62934805863,-10166.370651941397,-0.07595148841794241
21,325299.9999999999,330748.7790936504,5448.779093650519,0.01661122753956512
22,139400.00000000006,131852.19520370476,-7547.804796295299,-0.055665525769290625
23,230000.0000000001,231572.82548627225,1572.825486272166,0.00681506653712205
24,129900.00000000012,136003.3890647936,6103.389064793475,0.04591453587422123
25,153999.99999999988,151451.5340131185,-2548.465986881376,-0.0166868268845608
26,256299.99999999997,247950.7768828345,-8349.223117165471,-0.033118255835713484
27,134800.0000000001,134232.88263593384,-567.1173640662455,-0.004215945519883135
28,305999.9999999999,301190.9521165751,-4809.0478834247915,-0.01584059375260871
29,207500.0000000001,198844.28654882207,-8655.713451178017,-0.04260909111479272
30,68499.99999999999,68258.29391299377,-241.70608700621233,-0.003534744358251629
31,40000.0,42800.600271726726,2800.6002717267256,0.067671037613664
32,149349.99999999994,142111.32989326245,-7238.670106737496,-0.04968143985293416
33,179900.00000000006,188757.42972401355,8857.429724013491,0.048061348336617016
34,165499.99999999988,167799.26080485035,2299.2608048504626,0.013797111197096257
35,277500.0000000001,288928.23227065156,11428.232270651439,0.04035725030721693
36,309000.00000000006,309044.2326672198,44.23266721976688,0.00014313708249424906
37,145000.00000000012,148343.02245815832,3343.0224581582006,0.022793413468980006
38,152999.9999999999,155072.3502305733,2072.3502305733855,0.013453774957756792
39,109000.0,121091.50468437531,12091.504684375308,0.105197698539083
40,82000.0,84480.13860074896,2480.1386007489637,0.02979685531036047
41,159999.99999999997,148281.49160060688,-11718.50839939309,-0.07606088372382303
42,170000.00000000012,169610.50353901027,-389.4964609898452,-0.0022937708576993288
43,144000.0,148512.5788454456,4512.578845445591,0.030856150102707147
44,130249.9999999999,129670.71114642662,-579.2888535732782,-0.004457400510693432
45,140999.99999999994,144848.44744779967,3848.4474477997283,0.026927927005463204
46,319899.99999999994,296653.62839036656,-23246.37160963338,-0.07544297815214485
47,239685.99999999997,254951.61758669248,15265.617586692504,0.06174380899760479
48,249700.00000000017,246079.47210451888,-3620.5278954812966,-0.014605597267879133
49,112999.99999999993,107287.78156679127,-5712.218433208662,-0.051872576093629164
50,126999.99999999991,129558.00518413873,2558.0051841388195,0.019941455412116227
51,177000.00000000006,175278.80091140405,-1721.1990885960113,-0.009771822820606957
52,114499.99999999991,118103.56572720865,3603.565727208741,0.03098682571632061
53,109999.99999999991,109760.1869076815,-239.81309231840714,-0.002182479077797339
54,385000.00000000023,393262.8295469812,8262.829546980967,0.02123477694893161
55,130000.00000000009,127341.69680246113,-2658.3031975389604,-0.020660290400934755
56,180500.0,169056.0405103539,-11443.959489646106,-0.06550014213429911
57,172499.99999999985,192196.8914097366,19696.891409736738,0.10812249210692748
58,196499.99999999997,194913.54462714022,-1586.455372859753,-0.008106290524480642
59,438779.99999999977,451098.02625486813,12318.026254868368,0.027686458255766766
60,124899.99999999993,121403.84081939954,-3496.1591806003853,-0.02839067072032364
61,157999.99999999997,166352.93767095334,8352.937670953368,0.05151631106409127
62,101000.00000000003,98471.97461593043,-2528.025384069595,-0.025348276631882882
63,202500.00000000012,208367.859302008,5867.859302007884,0.028565046374248837
64,139999.9999999999,137483.73708203406,-2516.2629179658543,-0.018136657535356093
65,219500.00000000012,230412.15888938712,10912.158889387007,0.04851725211251967
66,316999.9999999999,313568.3913357953,-3431.6086642045993,-0.010884248892596204
67,180000.00000000006,197487.95781684894,17487.95781684888,0.09272026655972532
68,226000.0000000002,214313.34751777325,-11686.652482226957,-0.05309557318325275
69,80000.0,76904.9923893523,-3095.0076106477063,-0.039455336681198716
70,225000.00000000015,222330.9210854614,-2669.0789145387535,-0.011933441351102303
71,244000.00000000003,254801.45389755344,10801.453897553409,0.04331623068731005
72,129500.00000000006,126834.5748601216,-2665.4251398784545,-0.020797041629878166
73,185000.00000000006,192348.3864113705,7348.386411370448,0.038952208765012486
74,144900.00000000012,144146.7048049561,-753.2951950440183,-0.005212248925197116
75,107400.00000000001,111744.22496551546,4344.224965515445,0.039652009947285904
76,91000.00000000009,90064.32822182727,-935.6717781728221,-0.01033521932136594
77,135750.00000000012,123981.0798496048,-11768.920150395323,-0.09068528744991511
78,126999.99999999991,120587.64993669877,-6412.350063301143,-0.05180979387355933
